resource_number,year,geo_coord_original,paper_page_number,source_index
451,1955,11D824,112,S
463,1960,10D825,112,S
2097,1890,10D825,112,S
422,1918,10D925,112,S
433,1920,15D626,112,S
2099,1940,13D825,112,S
237,1951,16D924,112,S
414,1953,11E741,112,S
463,1960,10D825,113,S
446,1950,11D825,113,S
413,1940,10D925,113,S
631,1895,10D723,113,S
465,1906,10D824,113,S
451,1955,11D824,113,S
1707,1890,13D825,113,S
137,1900,10D826,113,S
452,1958,11D824,113,S
737,1950,10D826,113,S
256,1930,10D825,113,S
727,1920,10D825,113,S
1799,1951,10E126,113,S
560,1910,10D824,113,S
451,1955,11D824,113,S
67,1915,18C637,113,S
999,1938,12D724,113,S
323,1897,11D824,113,S
260,1965,10D825,113,S
129,1930,12B935,113,S
138,1920,12B935,113,S
236,1899,10D824,113,S
175,1890,10D824,113,S
462,1945,10D824,113,S
61,1890,12D724,113,S
1280,1910,10D824,113,S
2129,1910,18B746,113,S
2126,1910,18B746,114,S
2128,1910,18B746,114,S
462,1945,10D824,114,S
1022,1940,10E824,114,S
27,1960,11D926,114,S
612,1913,11E333,114,S
228,1967,11D824,114,S
446,1950,11D825,114,S
463,1960,10D825,114,S
45,1910,18C637,114,S
225,1968,13D825,114,S
446,1950,11D825,114,S
462,1945,10D824,114,S
2028,1909,12D525,114,S
2032,1910,12D525,114,S
2049,1910,12D525,114,S
2031,1910,12D525,114,S
36,1875,11D825,114,S
465,1906,10D824,114,S
120,1933,10D925,114,S
451,1955,11D824,114,S
609,1891,10D824,115,S
130,1905,10D935,115,S
883,1902,10D824,115,S
1194,1890,10D925,115,S
464,1890,10D824,115,S
465,1906,10D824,115,S
534,1906,10D824,115,S
536,1909,10D724,115,S
468,1899,18B941,115,S
567,1957,10D924,115,S
114,1897,13D725,115,S
92,1905,11D925,115,S
159,1920,10D824,115,S
11,1882,12D426,115,S
51,1929,12D824,115,S
209,1906,10D825,115,S
623,1910,10D824,115,S
60,1920,13D925,115,S
277,1965,16D924,115,S
303,1950,16D924,115,S
850,1899,22D724,115,S
446,1950,11D825,115,S
83,1896,10D824,115,S
1695,1915,10D925,115,S
1702,1910,10D925,115,S
446,1950,11D825,115,S
480,1919,11D825,115,S
577,1900,10D824,115,S
452,1958,11D824,116,S
624,1910,10D824,116,S
883,1902,10D824,116,S
463,1960,10D825,116,S
2056,1911,33E130,116,S
38,1890,11D925,116,S
701,1900,10D824,116,S
184,1880,10D926,116,S
484,1911,12D724,116,S
36,1875,11D825,116,S
504,1894,10D825,116,S
731,1895,11D825,116,S
41,1890,11D825,116,S
163,1890,11D825,116,S
1046,1940,13D825,116,S
1022,1940,10D824,116,S
128,1920,10D825,116,S
127,1920,10D825,116,S
377,1918,10D724,116,S
486,1897,12D426,116,S
1000,1930,10D723,116,S
855,1970,10D723,116,S
160,1969,10D824,116,S
602,1925,11D631,116,S
135,1900,10D724,116,S
515,1875,12D724,116,S
451,1955,11D824,116,S
551,1915,12D824,116,S
68,1915,11E855,117,S
38,1890,11D925,117,S
348,1900,10D925,117,S
94,1880,14D726,117,S
526,1912,16D924,117,S
2028,1909,12D525,117,S
2031,1910,12D525,117,S
2032,1910,12D525,117,S
2049,1910,12D525,117,S
131,1930,12D436,117,S
446,1950,11D825,117,S
83,1896,10D824,117,S
422,1918,10D925,117,S
1524,1904,12D425,117,S
1527,1904,12D425,117,S
1484,1891,12D425,117,S
1526,1904,12D425,117,S
1525,1904,12D425,117,S
1491,1889,12D425,117,S
1524,1904,12D425,117,S
1528,1904,12D425,117,S
1531,1904,12D425,117,S
1532,1904,12D425,117,S
1537,1904,12D326,117,S
1536,1904,12D326,117,S
1530,1904,12D425,117,S
502,1900,28D823,118,S
712,1925,13D525,118,S
444,1913,12D426,118,S
347,1901,10D925,118,S
470,1970,,2,
605,1907,,1,
606,1902,,2,
1050,1878,,1,
1052,1878,,1,
1059,1878,,2,
1064,1878,,2,
1149,1892,,1,
1150,1807,,2,
1152,1976,,2,
1176,1882,,1,
1179,1895,,2,
1256,1856,,2,
1311,1915,,2,
1312,,D823,1,
1312,,D823,2,
1333,1909,,1,
1334,1909,,2,
1335,1856,,2,
1335,1856,,2,
1336,1856,,2,
1339,1901,,2,
1340,1901,,2,
1341,1901,,2,
1392,1910,,2,
1402,1910,,2,
1434,1918,,1,
1441,1920,,1,
1471,1922,,1,
1734,1914,,1,
1736,1914,,1,
1855,1970,,1,
1856,1910,,2,
1857,1919,,2,
1867,1880,,2,
1908,1953,,1,
1916,1863,,2,
1917,1863,,2,
1918,1863,,2,
1181,1894,,2,
1915,1898,,2,
1497,,D725,2,
288,,D729,118,
1148,1892,,118,
1435,1918,,118,
541,1919,,118,
1437,1918,,118,
374,,D925,118,
441,,D425,118,
1755,1875,,118,
374,,D925,,117,
441,,D425,,117,
1755,1875,,117,
616,1900,,117,
1429,1918,,117,
1492,1889,,117,
1489,,D425,,117,
1488,1904,,117,
1487,1900,,117,
241,1905,,117,
628,1905,,117,
1558,1900,,117,
1559,1900,,117,
1560,1900,,117,
1577,1900,,117,
1493,1905,,117,
1531,,D425,117,
1532,,D425,117,
1537,,D326,117,
1536,,D326,117,
1530,,D425,117,
714,,D925,116,
1803,1914,,116,
1804,1914,,116,
1151,1928,,116,
511,1912,,116,
2058,1909,,116,
2059,1909,,116,
1240,,D621,116,
150,1920,,116,
882,,D925,116,
538,1908,,116,
376,,D825,116,
947,,D925,116,
177,1920,,116,
733,1920,,116,
1807,1890,,116,
1088,1809,,116,
541,1919,,116,
396,1809,,116,
1756,1860,,116,
1757,1860,,116,
230,,D824,115,
367,,D824,115,
271,1925,,115,
207,,D824,115,
1496,,D725,115,
1503,,D725,115,
1504,,D725,115,
710,1895,,115,
709,1909,,115,
592,1935,,115,
51,1929,,115,
1151,1928,,115,
371,,D824,115,
458,,D824,115,
338,,D824,115,
1289,1906,,115,
1073,,E840,115,
1640,1937,,115,
373,,D924,115,
1742,,D925,115,
312,,D824,115,
337,,D824,115,,8:00
249,,B746,114,
1727,1920,,114,
246,,D724,114,
741,1902,,114,
1173,1927,,114,
265,,D926,114,
1795,1856,,114,
1796,1856,,114,
2035,1880,,114,
227,,D825,114,
361,,D824,114,
359,,D824,114,
2092,1910,,114,
54,1920,,114,
2051,1910,,114,
2063,1909,,114,
3,1876,,114,
1058,1878,,114,,5:00
756,1913,,113,
1237,1890,,113,
1340,1901,,113,
2093,1910,,113,
344,,D925,113,
511,1912,,113,
221,1962,,113,
1151,1928,,113,
1709,,D528,113,
49,1890,,113,
1345,1880,,113,
1088,1890,,113,
1640,1937,,113,
460,1895,,113,
449,1900,,113,
607,1902,,113,
367,,D824,113,,5:00
221,1962,,112,
2061,1909,,112,
960,,D824,112,
1237,1890,,112,
288,,D729,112,
992,,D824,112,
954,,D824,112,
206,,D825,112,
365,,D824,112,
1691,1940,112,
203,,F239,112,
362,,D526,112,
588,1920,,112,
1151,1928,,122,
1503,,D725,112,
1504,,D725,112,
1947,1898,,112,
978,,E434,111,
1948,1898,,111,
201,,D825,111,
250,1925,,111,
1702,1910,,111,
1955,1898,,111,
501,1930,,111,
158,1900,,111,
1197,1D621,111,
340,,D824,111,
947,,D925,111,
710,1895,,111,
31,1916,,111,
954,,D824,111,
1328,,D824,111,
1323,,D524,111,
365,,D824,111,
332,,D824,110,
996,1930,,110,
227,,D825,110,
449,1900,,110,
617,1902,,110,
492,,D823,110,
330,,D524,110,
1429,1918,,110,
1437,1918,,110,
152,1890,,110,
2035,1880,,110,
1004,,D723,110,
358,,D824,110,
907,,D521,110,
1197,,D621,110,
1199,,D621,110,
1216,,D621,110,
1240,,D621,110,
1244,,D425,109,
968,,D425,109,
325,,D526,109,
274,,D426,109,
1211,,C429,109,
704,1920,,109,
149,1910,,109,
2092,1910,,109,
1216,,D621,109,
1709,,D528,109,
1197,,D621,109,
1004,,D723,109,
501,1930,,109,
1151,1928,,109,
1521,,D425,108,
1579,1903,,108,
1572,1912,,108,
1587,1890,,108,
1607,1900,,108,
1589,1890,,108,
1594,1893,,108,
1593,1893,,108,
1573,1903,,108,
1485,1899,,108,
1151,1928,,108,
1409,1911,,108,
1795,1856,,108,
1796,1856,,108,
2051,1910,,108,
1948,1898,,108,
231,,D723,108,
321,,D426,108,
1571,1905,,107,
1047,,D825,107,
1134,1962,,107,
1135,1962,,107,
1596,1893,,107,
1570,1905,,107,
1590,1891,,107,
1425,,D425,107,
1426,,D425,107,
1582,1878,,107,
1585,1871,,107,
1087,1890,,107,
1485,1900,,107,
1585,1900,,107,
1556,1905,,107,
1522,1905,,107,
227,,D825,106,
735,1921,,106,
1339,1901,,106,
458,,D824,106,
1047,,D825,106,
1151,1928,,106,
1197,,D621,106,
907,,D521,106,
1047,,D825,106,
371,,D824,106,
591,1900,,106,
1578,1903,,106,
2008,1920,,105,
2007,1920,,105,
2022,1920,,105,
2004,1920,,105,
2005,1920,,105,
2013,1920,,105,
2000,1920,,105,
2006,1920,,105,
2011,1920,,105,
2017,1920,,105,
2018,1920,,105,
2020,1920,,105,
2023,1920,,105,
2024,1920,,105,
6,,D036,105,
8,,D036,105,
7,,D036,105,
5,,D036,105,
1800,1914,,105,
2047,1940,,105,
2048,1940,,105,
349,1926,,105,
1961,1898,,105,
292,1890,,105,
